"תנ ך עברי מודרני"


"This Bible is in the Public Domain."

"Verse ID","Book Name","Book Number",Chapter,Verse,Text
2536,שְׁמֹות,2,35,4,"ויאמר משה אל כל עדת בני ישראל לאמר זה הדבר אשר צוה יהוה לאמר׃"
2537,שְׁמֹות,2,35,5,"קחו מאתכם תרומה ליהוה כל נדיב לבו יביאה את תרומת יהוה זהב וכסף ונחשת׃"
2538,שְׁמֹות,2,35,6,"ותכלת וארגמן ותולעת שני ושש ועזים׃"
2539,שְׁמֹות,2,35,7,"וערת אילם מאדמים וערת תחשים ועצי שטים׃"
2540,שְׁמֹות,2,35,8,"ושמן למאור ובשמים לשמן המשחה ולקטרת הסמים׃"
2541,שְׁמֹות,2,35,9,"ואבני שהם ואבני מלאים לאפוד ולחשן׃"
2542,שְׁמֹות,2,35,10,"וכל חכם לב בכם יבאו ויעשו את כל אשר צוה יהוה׃"
2543,שְׁמֹות,2,35,11,"את המשכן את אהלו ואת מכסהו את קרסיו ואת קרשיו את בריחו את עמדיו ואת אדניו׃"
2544,שְׁמֹות,2,35,12,"את הארן ואת בדיו את הכפרת ואת פרכת המסך׃"
2545,שְׁמֹות,2,35,13,"את השלחן ואת בדיו ואת כל כליו ואת לחם הפנים׃"
2546,שְׁמֹות,2,35,14,"ואת מנרת המאור ואת כליה ואת נרתיה ואת שמן המאור׃"
2547,שְׁמֹות,2,35,15,"ואת מזבח הקטרת ואת בדיו ואת שמן המשחה ואת קטרת הסמים ואת מסך הפתח לפתח המשכן׃"
2548,שְׁמֹות,2,35,16,"את מזבח העלה ואת מכבר הנחשת אשר לו את בדיו ואת כל כליו את הכיר ואת כנו׃"
2549,שְׁמֹות,2,35,17,"את קלעי החצר את עמדיו ואת אדניה ואת מסך שער החצר׃"
2550,שְׁמֹות,2,35,18,"את יתדת המשכן ואת יתדת החצר ואת מיתריהם׃"
2551,שְׁמֹות,2,35,19,"את בגדי השרד לשרת בקדש את בגדי הקדש לאהרן הכהן ואת בגדי בניו לכהן׃"
2552,שְׁמֹות,2,35,20,"ויצאו כל עדת בני ישראל מלפני משה׃"
2553,שְׁמֹות,2,35,21,"ויבאו כל איש אשר נשאו לבו וכל אשר נדבה רוחו אתו הביאו את תרומת יהוה למלאכת אהל מועד ולכל עבדתו ולבגדי הקדש׃"
2554,שְׁמֹות,2,35,22,"ויבאו האנשים על הנשים כל נדיב לב הביאו חח ונזם וטבעת וכומז כל כלי זהב וכל איש אשר הניף תנופת זהב ליהוה׃"
2555,שְׁמֹות,2,35,23,"וכל איש אשר נמצא אתו תכלת וארגמן ותולעת שני ושש ועזים וערת אילם מאדמים וערת תחשים הביאו׃"
2556,שְׁמֹות,2,35,24,"כל מרים תרומת כסף ונחשת הביאו את תרומת יהוה וכל אשר נמצא אתו עצי שטים לכל מלאכת העבדה הביאו׃"
2557,שְׁמֹות,2,35,25,"וכל אשה חכמת לב בידיה טוו ויביאו מטוה את התכלת ואת הארגמן את תולעת השני ואת השש׃"
2558,שְׁמֹות,2,35,26,"וכל הנשים אשר נשא לבן אתנה בחכמה טוו את העזים׃"
2559,שְׁמֹות,2,35,27,"והנשאם הביאו את אבני השהם ואת אבני המלאים לאפוד ולחשן׃"
2560,שְׁמֹות,2,35,28,"ואת הבשם ואת השמן למאור ולשמן המשחה ולקטרת הסמים׃"
2561,שְׁמֹות,2,35,29,"כל איש ואשה אשר נדב לבם אתם להביא לכל המלאכה אשר צוה יהוה לעשות ביד משה הביאו בני ישראל נדבה ליהוה׃"
2562,שְׁמֹות,2,35,30,"ויאמר משה אל בני ישראל ראו קרא יהוה בשם בצלאל בן אורי בן חור למטה יהודה׃"
2563,שְׁמֹות,2,35,31,"וימלא אתו רוח אלהים בחכמה בתבונה ובדעת ובכל מלאכה׃"
2564,שְׁמֹות,2,35,32,"ולחשב מחשבת לעשת בזהב ובכסף ובנחשת׃"
2565,שְׁמֹות,2,35,33,"ובחרשת אבן למלאת ובחרשת עץ לעשות בכל מלאכת מחשבת׃"
2566,שְׁמֹות,2,35,34,"ולהורת נתן בלבו הוא ואהליאב בן אחיסמך למטה דן׃"
2567,שְׁמֹות,2,35,35,"מלא אתם חכמת לב לעשות כל מלאכת חרש וחשב ורקם בתכלת ובארגמן בתולעת השני ובשש וארג עשי כל מלאכה וחשבי מחשבת׃"
2568,שְׁמֹות,2,36,1,"¶ ועשה בצלאל ואהליאב וכל איש חכם לב אשר נתן יהוה חכמה ותבונה בהמה לדעת לעשת את כל מלאכת עבדת הקדש לכל אשר צוה יהוה׃"
2569,שְׁמֹות,2,36,2,"ויקרא משה אל בצלאל ואל אהליאב ואל כל איש חכם לב אשר נתן יהוה חכמה בלבו כל אשר נשאו לבו לקרבה אל המלאכה לעשת אתה׃"
2570,שְׁמֹות,2,36,3,"ויקחו מלפני משה את כל התרומה אשר הביאו בני ישראל למלאכת עבדת הקדש לעשת אתה והם הביאו אליו עוד נדבה בבקר בבקר׃"
2571,שְׁמֹות,2,36,4,"ויבאו כל החכמים העשים את כל מלאכת הקדש איש איש ממלאכתו אשר המה עשים׃"
2572,שְׁמֹות,2,36,5,"ויאמרו אל משה לאמר מרבים העם להביא מדי העבדה למלאכה אשר צוה יהוה לעשת אתה׃"
2573,שְׁמֹות,2,36,6,"ויצו משה ויעבירו קול במחנה לאמר איש ואשה אל יעשו עוד מלאכה לתרומת הקדש ויכלא העם מהביא׃"
2574,שְׁמֹות,2,36,7,"והמלאכה היתה דים לכל המלאכה לעשות אתה והותר׃"
2575,שְׁמֹות,2,36,8,"ויעשו כל חכם לב בעשי המלאכה את המשכן עשר יריעת שש משזר ותכלת וארגמן ותולעת שני כרבים מעשה חשב עשה אתם׃"
2576,שְׁמֹות,2,36,9,"ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה היריעה האחת מדה אחת לכל היריעת׃"
2577,שְׁמֹות,2,36,10,"ויחבר את חמש היריעת אחת אל אחת וחמש יריעת חבר אחת אל אחת׃"
2578,שְׁמֹות,2,36,11,"ויעש ללאת תכלת על שפת היריעה האחת מקצה במחברת כן עשה בשפת היריעה הקיצונה במחברת השנית׃"
2579,שְׁמֹות,2,36,12,"חמשים ללאת עשה ביריעה האחת וחמשים ללאת עשה בקצה היריעה אשר במחברת השנית מקבילת הללאת אחת אל אחת׃"
2580,שְׁמֹות,2,36,13,"ויעש חמשים קרסי זהב ויחבר את הירעת אחת אל אחת בקרסים ויהי המשכן אחד׃"
2581,שְׁמֹות,2,36,14,"ויעש יריעת עזים לאהל על המשכן עשתי עשרה יריעת עשה אתם׃"
2582,שְׁמֹות,2,36,15,"ארך היריעה האחת שלשים באמה וארבע אמות רחב היריעה האחת מדה אחת לעשתי עשרה יריעת׃"
2583,שְׁמֹות,2,36,16,"ויחבר את חמש היריעת לבד ואת שש היריעת לבד׃"
2584,שְׁמֹות,2,36,17,"ויעש ללאת חמשים על שפת היריעה הקיצנה במחברת וחמשים ללאת עשה על שפת היריעה החברת השנית׃"
2585,שְׁמֹות,2,36,18,"ויעש קרסי נחשת חמשים לחבר את האהל להית אחד׃"
2586,שְׁמֹות,2,36,19,"ויעש מכסה לאהל ערת אלים מאדמים ומכסה ערת תחשים מלמעלה׃"
2587,שְׁמֹות,2,36,20,"ויעש את הקרשים למשכן עצי שטים עמדים׃"
2588,שְׁמֹות,2,36,21,"עשר אמת ארך הקרש ואמה וחצי האמה רחב הקרש האחד׃"
2589,שְׁמֹות,2,36,22,"שתי ידת לקרש האחד משלבת אחת אל אחת כן עשה לכל קרשי המשכן׃"
2590,שְׁמֹות,2,36,23,"ויעש את הקרשים למשכן עשרים קרשים לפאת נגב תימנה׃"
2591,שְׁמֹות,2,36,24,"וארבעים אדני כסף עשה תחת עשרים הקרשים שני אדנים תחת הקרש האחד לשתי ידתיו ושני אדנים תחת הקרש האחד לשתי ידתיו׃"
2592,שְׁמֹות,2,36,25,"ולצלע המשכן השנית לפאת צפון עשה עשרים קרשים׃"
2593,שְׁמֹות,2,36,26,"וארבעים אדניהם כסף שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד׃"
2594,שְׁמֹות,2,36,27,"ולירכתי המשכן ימה עשה ששה קרשים׃"
2595,שְׁמֹות,2,36,28,"ושני קרשים עשה למקצעת המשכן בירכתים׃"
2596,שְׁמֹות,2,36,29,"והיו תואמם מלמטה ויחדו יהיו תמים אל ראשו אל הטבעת האחת כן עשה לשניהם לשני המקצעת׃"
2597,שְׁמֹות,2,36,30,"והיו שמנה קרשים ואדניהם כסף ששה עשר אדנים שני אדנים שני אדנים תחת הקרש האחד׃"
2598,שְׁמֹות,2,36,31,"ויעש בריחי עצי שטים חמשה לקרשי צלע המשכן האחת׃"
2599,שְׁמֹות,2,36,32,"וחמשה בריחם לקרשי צלע המשכן השנית וחמשה בריחם לקרשי המשכן לירכתים ימה׃"
2600,שְׁמֹות,2,36,33,"ויעש את הבריח התיכן לברח בתוך הקרשים מן הקצה אל הקצה׃"
2601,שְׁמֹות,2,36,34,"ואת הקרשים צפה זהב ואת טבעתם עשה זהב בתים לבריחם ויצף את הבריחם זהב׃"
2602,שְׁמֹות,2,36,35,"ויעש את הפרכת תכלת וארגמן ותולעת שני ושש משזר מעשה חשב עשה אתה כרבים׃"
2603,שְׁמֹות,2,36,36,"ויעש לה ארבעה עמודי שטים ויצפם זהב וויהם זהב ויצק להם ארבעה אדני כסף׃"
2604,שְׁמֹות,2,36,37,"ויעש מסך לפתח האהל תכלת וארגמן ותולעת שני ושש משזר מעשה רקם׃"
2605,שְׁמֹות,2,36,38,"ואת עמודיו חמשה ואת וויהם וצפה ראשיהם וחשקיהם זהב ואדניהם חמשה נחשת׃"
2606,שְׁמֹות,2,37,1,"¶ ויעש בצלאל את הארן עצי שטים אמתים וחצי ארכו ואמה וחצי רחבו ואמה וחצי קמתו׃"
2607,שְׁמֹות,2,37,2,"ויצפהו זהב טהור מבית ומחוץ ויעש לו זר זהב סביב׃"
2608,שְׁמֹות,2,37,3,"ויצק לו ארבע טבעת זהב על ארבע פעמתיו ושתי טבעת על צלעו האחת ושתי טבעות על צלעו השנית׃"
2609,שְׁמֹות,2,37,4,"ויעש בדי עצי שטים ויצף אתם זהב׃"
2610,שְׁמֹות,2,37,5,"ויבא את הבדים בטבעת על צלעת הארן לשאת את הארן׃"
2611,שְׁמֹות,2,37,6,"ויעש כפרת זהב טהור אמתים וחצי ארכה ואמה וחצי רחבה׃"
2612,שְׁמֹות,2,37,7,"ויעש שני כרבים זהב מקשה עשה אתם משני קצות הכפרת׃"
2613,שְׁמֹות,2,37,8,"כרוב אחד מקצה מזה וכרוב אחד מקצה מזה מן הכפרת עשה את הכרבים משני קצוותו׃"
2614,שְׁמֹות,2,37,9,"ויהיו הכרבים פרשי כנפים למעלה סככים בכנפיהם על הכפרת ופניהם איש אל אחיו אל הכפרת היו פני הכרבים׃"
2615,שְׁמֹות,2,37,10,"ויעש את השלחן עצי שטים אמתים ארכו ואמה רחבו ואמה וחצי קמתו׃"
2616,שְׁמֹות,2,37,11,"ויצף אתו זהב טהור ויעש לו זר זהב סביב׃"
2617,שְׁמֹות,2,37,12,"ויעש לו מסגרת טפח סביב ויעש זר זהב למסגרתו סביב׃"
2618,שְׁמֹות,2,37,13,"ויצק לו ארבע טבעת זהב ויתן את הטבעת על ארבע הפאת אשר לארבע רגליו׃"
2619,שְׁמֹות,2,37,14,"לעמת המסגרת היו הטבעת בתים לבדים לשאת את השלחן׃"
2620,שְׁמֹות,2,37,15,"ויעש את הבדים עצי שטים ויצף אתם זהב לשאת את השלחן׃"
2621,שְׁמֹות,2,37,16,"ויעש את הכלים אשר על השלחן את קערתיו ואת כפתיו ואת מנקיתיו ואת הקשות אשר יסך בהן זהב טהור׃"
2622,שְׁמֹות,2,37,17,"ויעש את המנרה זהב טהור מקשה עשה את המנרה ירכה וקנה גביעיה כפתריה ופרחיה ממנה היו׃"
2623,שְׁמֹות,2,37,18,"וששה קנים יצאים מצדיה שלשה קני מנרה מצדה האחד ושלשה קני מנרה מצדה השני׃"
2624,שְׁמֹות,2,37,19,"שלשה גבעים משקדים בקנה האחד כפתר ופרח ושלשה גבעים משקדים בקנה אחד כפתר ופרח כן לששת הקנים היצאים מן המנרה׃"
2625,שְׁמֹות,2,37,20,"ובמנרה ארבעה גבעים משקדים כפתריה ופרחיה׃"
2626,שְׁמֹות,2,37,21,"וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה לששת הקנים היצאים ממנה׃"
2627,שְׁמֹות,2,37,22,"כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור׃"
2628,שְׁמֹות,2,37,23,"ויעש את נרתיה שבעה ומלקחיה ומחתתיה זהב טהור׃"
2629,שְׁמֹות,2,37,24,"ככר זהב טהור עשה אתה ואת כל כליה׃"
2630,שְׁמֹות,2,37,25,"ויעש את מזבח הקטרת עצי שטים אמה ארכו ואמה רחבו רבוע ואמתים קמתו ממנו היו קרנתיו׃"
2631,שְׁמֹות,2,37,26,"ויצף אתו זהב טהור את גגו ואת קירתיו סביב ואת קרנתיו ויעש לו זר זהב סביב׃"
2632,שְׁמֹות,2,37,27,"ושתי טבעת זהב עשה לו מתחת לזרו על שתי צלעתיו על שני צדיו לבתים לבדים לשאת אתו בהם׃"
2633,שְׁמֹות,2,37,28,"ויעש את הבדים עצי שטים ויצף אתם זהב׃"
2634,שְׁמֹות,2,37,29,"ויעש את שמן המשחה קדש ואת קטרת הסמים טהור מעשה רקח׃"
2635,שְׁמֹות,2,38,1,"¶ ויעש את מזבח העלה עצי שטים חמש אמות ארכו וחמש אמות רחבו רבוע ושלש אמות קמתו׃"
2636,שְׁמֹות,2,38,2,"ויעש קרנתיו על ארבע פנתיו ממנו היו קרנתיו ויצף אתו נחשת׃"
2637,שְׁמֹות,2,38,3,"ויעש את כל כלי המזבח את הסירת ואת היעים ואת המזרקת את המזלגת ואת המחתת כל כליו עשה נחשת׃"
2638,שְׁמֹות,2,38,4,"ויעש למזבח מכבר מעשה רשת נחשת תחת כרכבו מלמטה עד חציו׃"
2639,שְׁמֹות,2,38,5,"ויצק ארבע טבעת בארבע הקצות למכבר הנחשת בתים לבדים׃"
2640,שְׁמֹות,2,38,6,"ויעש את הבדים עצי שטים ויצף אתם נחשת׃"
2641,שְׁמֹות,2,38,7,"ויבא את הבדים בטבעת על צלעת המזבח לשאת אתו בהם נבוב לחת עשה אתו׃"
2642,שְׁמֹות,2,38,8,"ויעש את הכיור נחשת ואת כנו נחשת במראת הצבאת אשר צבאו פתח אהל מועד׃"
2643,שְׁמֹות,2,38,9,"ויעש את החצר לפאת נגב תימנה קלעי החצר שש משזר מאה באמה׃"
2644,שְׁמֹות,2,38,10,"עמודיהם עשרים ואדניהם עשרים נחשת ווי העמדים וחשקיהם כסף׃"
2645,שְׁמֹות,2,38,11,"ולפאת צפון מאה באמה עמודיהם עשרים ואדניהם עשרים נחשת ווי העמודים וחשקיהם כסף׃"
2646,שְׁמֹות,2,38,12,"ולפאת ים קלעים חמשים באמה עמודיהם עשרה ואדניהם עשרה ווי העמדים וחשוקיהם כסף׃"
2647,שְׁמֹות,2,38,13,"ולפאת קדמה מזרחה חמשים אמה׃"
2648,שְׁמֹות,2,38,14,"קלעים חמש עשרה אמה אל הכתף עמודיהם שלשה ואדניהם שלשה׃"
2649,שְׁמֹות,2,38,15,"ולכתף השנית מזה ומזה לשער החצר קלעים חמש עשרה אמה עמדיהם שלשה ואדניהם שלשה׃"
2650,שְׁמֹות,2,38,16,"כל קלעי החצר סביב שש משזר׃"
2651,שְׁמֹות,2,38,17,"והאדנים לעמדים נחשת ווי העמודים וחשוקיהם כסף וצפוי ראשיהם כסף והם מחשקים כסף כל עמדי החצר׃"
2652,שְׁמֹות,2,38,18,"ומסך שער החצר מעשה רקם תכלת וארגמן ותולעת שני ושש משזר ועשרים אמה ארך וקומה ברחב חמש אמות לעמת קלעי החצר׃"
2653,שְׁמֹות,2,38,19,"ועמדיהם ארבעה ואדניהם ארבעה נחשת וויהם כסף וצפוי ראשיהם וחשקיהם כסף׃"
2654,שְׁמֹות,2,38,20,"וכל היתדת למשכן ולחצר סביב נחשת׃"
2655,שְׁמֹות,2,38,21,"אלה פקודי המשכן משכן העדת אשר פקד על פי משה עבדת הלוים ביד איתמר בן אהרן הכהן׃"
2656,שְׁמֹות,2,38,22,"ובצלאל בן אורי בן חור למטה יהודה עשה את כל אשר צוה יהוה את משה׃"
2657,שְׁמֹות,2,38,23,"ואתו אהליאב בן אחיסמך למטה דן חרש וחשב ורקם בתכלת ובארגמן ובתולעת השני ובשש׃"
2658,שְׁמֹות,2,38,24,"כל הזהב העשוי למלאכה בכל מלאכת הקדש ויהי זהב התנופה תשע ועשרים ככר ושבע מאות ושלשים שקל בשקל הקדש׃"
2659,שְׁמֹות,2,38,25,"וכסף פקודי העדה מאת ככר ואלף ושבע מאות וחמשה ושבעים שקל בשקל הקדש׃"
2660,שְׁמֹות,2,38,26,"בקע לגלגלת מחצית השקל בשקל הקדש לכל העבר על הפקדים מבן עשרים שנה ומעלה לשש מאות אלף ושלשת אלפים וחמש מאות וחמשים׃"
2661,שְׁמֹות,2,38,27,"ויהי מאת ככר הכסף לצקת את אדני הקדש ואת אדני הפרכת מאת אדנים למאת הככר ככר לאדן׃"
2662,שְׁמֹות,2,38,28,"ואת האלף ושבע המאות וחמשה ושבעים עשה ווים לעמודים וצפה ראשיהם וחשק אתם׃"
2663,שְׁמֹות,2,38,29,"ונחשת התנופה שבעים ככר ואלפים וארבע מאות שקל׃"
2664,שְׁמֹות,2,38,30,"ויעש בה את אדני פתח אהל מועד ואת מזבח הנחשת ואת מכבר הנחשת אשר לו ואת כל כלי המזבח׃"
2665,שְׁמֹות,2,38,31,"ואת אדני החצר סביב ואת אדני שער החצר ואת כל יתדת המשכן ואת כל יתדת החצר סביב׃"
2666,שְׁמֹות,2,39,1,"¶ ומן התכלת והארגמן ותולעת השני עשו בגדי שרד לשרת בקדש ויעשו את בגדי הקדש אשר לאהרן כאשר צוה יהוה את משה׃"
2667,שְׁמֹות,2,39,2,"ויעש את האפד זהב תכלת וארגמן ותולעת שני ושש משזר׃"
2668,שְׁמֹות,2,39,3,"וירקעו את פחי הזהב וקצץ פתילם לעשות בתוך התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש מעשה חשב׃"
2669,שְׁמֹות,2,39,4,"כתפת עשו לו חברת על שני קצוותו חבר׃"
2670,שְׁמֹות,2,39,5,"וחשב אפדתו אשר עליו ממנו הוא כמעשהו זהב תכלת וארגמן ותולעת שני ושש משזר כאשר צוה יהוה את משה׃"
2671,שְׁמֹות,2,39,6,"ויעשו את אבני השהם מסבת משבצת זהב מפתחת פתוחי חותם על שמות בני ישראל׃"
2672,שְׁמֹות,2,39,7,"וישם אתם על כתפת האפד אבני זכרון לבני ישראל כאשר צוה יהוה את משה׃"
2673,שְׁמֹות,2,39,8,"ויעש את החשן מעשה חשב כמעשה אפד זהב תכלת וארגמן ותולעת שני ושש משזר׃"
2674,שְׁמֹות,2,39,9,"רבוע היה כפול עשו את החשן זרת ארכו וזרת רחבו כפול׃"
2675,שְׁמֹות,2,39,10,"וימלאו בו ארבעה טורי אבן טור אדם פטדה וברקת הטור האחד׃"
2676,שְׁמֹות,2,39,11,"והטור השני נפך ספיר ויהלם׃"
2677,שְׁמֹות,2,39,12,"והטור השלישי לשם שבו ואחלמה׃"
2678,שְׁמֹות,2,39,13,"והטור הרביעי תרשיש שהם וישפה מוסבת משבצות זהב במלאתם׃"
2679,שְׁמֹות,2,39,14,"והאבנים על שמת בני ישראל הנה שתים עשרה על שמתם פתוחי חתם איש על שמו לשנים עשר שבט׃"
2680,שְׁמֹות,2,39,15,"ויעשו על החשן שרשרת גבלת מעשה עבת זהב טהור׃"
2681,שְׁמֹות,2,39,16,"ויעשו שתי משבצת זהב ושתי טבעת זהב ויתנו את שתי הטבעת על שני קצות החשן׃"
2682,שְׁמֹות,2,39,17,"ויתנו שתי העבתת הזהב על שתי הטבעת על קצות החשן׃"
2683,שְׁמֹות,2,39,18,"ואת שתי קצות שתי העבתת נתנו על שתי המשבצת ויתנם על כתפת האפד אל מול פניו׃"
2684,שְׁמֹות,2,39,19,"ויעשו שתי טבעת זהב וישימו על שני קצות החשן על שפתו אשר אל עבר האפד ביתה׃"
2685,שְׁמֹות,2,39,20,"ויעשו שתי טבעת זהב ויתנם על שתי כתפת האפד מלמטה ממול פניו לעמת מחברתו ממעל לחשב האפד׃"
2686,שְׁמֹות,2,39,21,"וירכסו את החשן מטבעתיו אל טבעת האפד בפתיל תכלת להית על חשב האפד ולא יזח החשן מעל האפד כאשר צוה יהוה את משה׃"
2687,שְׁמֹות,2,39,22,"ויעש את מעיל האפד מעשה ארג כליל תכלת׃"
2688,שְׁמֹות,2,39,23,"ופי המעיל בתוכו כפי תחרא שפה לפיו סביב לא יקרע׃"
2689,שְׁמֹות,2,39,24,"ויעשו על שולי המעיל רמוני תכלת וארגמן ותולעת שני משזר׃"
2690,שְׁמֹות,2,39,25,"ויעשו פעמני זהב טהור ויתנו את הפעמנים בתוך הרמנים על שולי המעיל סביב בתוך הרמנים׃"
2691,שְׁמֹות,2,39,26,"פעמן ורמן פעמן ורמן על שולי המעיל סביב לשרת כאשר צוה יהוה את משה׃"
2692,שְׁמֹות,2,39,27,"ויעשו את הכתנת שש מעשה ארג לאהרן ולבניו׃"
2693,שְׁמֹות,2,39,28,"ואת המצנפת שש ואת פארי המגבעת שש ואת מכנסי הבד שש משזר׃"
2694,שְׁמֹות,2,39,29,"ואת האבנט שש משזר ותכלת וארגמן ותולעת שני מעשה רקם כאשר צוה יהוה את משה׃"
2695,שְׁמֹות,2,39,30,"ויעשו את ציץ נזר הקדש זהב טהור ויכתבו עליו מכתב פתוחי חותם קדש ליהוה׃"
2696,שְׁמֹות,2,39,31,"ויתנו עליו פתיל תכלת לתת על המצנפת מלמעלה כאשר צוה יהוה את משה׃"
2697,שְׁמֹות,2,39,32,"ותכל כל עבדת משכן אהל מועד ויעשו בני ישראל ככל אשר צוה יהוה את משה כן עשו׃"
2698,שְׁמֹות,2,39,33,"ויביאו את המשכן אל משה את האהל ואת כל כליו קרסיו קרשיו בריחו ועמדיו ואדניו׃"
2699,שְׁמֹות,2,39,34,"ואת מכסה עורת האילם המאדמים ואת מכסה ערת התחשים ואת פרכת המסך׃"
2700,שְׁמֹות,2,39,35,"את ארן העדת ואת בדיו ואת הכפרת׃"
2701,שְׁמֹות,2,39,36,"את השלחן את כל כליו ואת לחם הפנים׃"
2702,שְׁמֹות,2,39,37,"את המנרה הטהרה את נרתיה נרת המערכה ואת כל כליה ואת שמן המאור׃"
2703,שְׁמֹות,2,39,38,"ואת מזבח הזהב ואת שמן המשחה ואת קטרת הסמים ואת מסך פתח האהל׃"
2704,שְׁמֹות,2,39,39,"את מזבח הנחשת ואת מכבר הנחשת אשר לו את בדיו ואת כל כליו את הכיר ואת כנו׃"
2705,שְׁמֹות,2,39,40,"את קלעי החצר את עמדיה ואת אדניה ואת המסך לשער החצר את מיתריו ויתדתיה ואת כל כלי עבדת המשכן לאהל מועד׃"
2706,שְׁמֹות,2,39,41,"את בגדי השרד לשרת בקדש את בגדי הקדש לאהרן הכהן ואת בגדי בניו לכהן׃"
2707,שְׁמֹות,2,39,42,"ככל אשר צוה יהוה את משה כן עשו בני ישראל את כל העבדה׃"
2708,שְׁמֹות,2,39,43,"וירא משה את כל המלאכה והנה עשו אתה כאשר צוה יהוה כן עשו ויברך אתם משה׃"
2709,שְׁמֹות,2,40,1,"¶ וידבר יהוה אל משה לאמר׃"
2710,שְׁמֹות,2,40,2,"ביום החדש הראשון באחד לחדש תקים את משכן אהל מועד׃"
2711,שְׁמֹות,2,40,3,"ושמת שם את ארון העדות וסכת על הארן את הפרכת׃"
2712,שְׁמֹות,2,40,4,"והבאת את השלחן וערכת את ערכו והבאת את המנרה והעלית את נרתיה׃"
2713,שְׁמֹות,2,40,5,"ונתתה את מזבח הזהב לקטרת לפני ארון העדת ושמת את מסך הפתח למשכן׃"
2714,שְׁמֹות,2,40,6,"ונתתה את מזבח העלה לפני פתח משכן אהל מועד׃"
2715,שְׁמֹות,2,40,7,"ונתת את הכיר בין אהל מועד ובין המזבח ונתת שם מים׃"
2716,שְׁמֹות,2,40,8,"ושמת את החצר סביב ונתת את מסך שער החצר׃"
2717,שְׁמֹות,2,40,9,"ולקחת את שמן המשחה ומשחת את המשכן ואת כל אשר בו וקדשת אתו ואת כל כליו והיה קדש׃"
2718,שְׁמֹות,2,40,10,"ומשחת את מזבח העלה ואת כל כליו וקדשת את המזבח והיה המזבח קדש קדשים׃"
2719,שְׁמֹות,2,40,11,"ומשחת את הכיר ואת כנו וקדשת אתו׃"
2720,שְׁמֹות,2,40,12,"והקרבת את אהרן ואת בניו אל פתח אהל מועד ורחצת אתם במים׃"
2721,שְׁמֹות,2,40,13,"והלבשת את אהרן את בגדי הקדש ומשחת אתו וקדשת אתו וכהן לי׃"
2722,שְׁמֹות,2,40,14,"ואת בניו תקריב והלבשת אתם כתנת׃"
2723,שְׁמֹות,2,40,15,"ומשחת אתם כאשר משחת את אביהם וכהנו לי והיתה להית להם משחתם לכהנת עולם לדרתם׃"
2724,שְׁמֹות,2,40,16,"ויעש משה ככל אשר צוה יהוה אתו כן עשה׃"
2725,שְׁמֹות,2,40,17,"ויהי בחדש הראשון בשנה השנית באחד לחדש הוקם המשכן׃"
2726,שְׁמֹות,2,40,18,"ויקם משה את המשכן ויתן את אדניו וישם את קרשיו ויתן את בריחיו ויקם את עמודיו׃"
2727,שְׁמֹות,2,40,19,"ויפרש את האהל על המשכן וישם את מכסה האהל עליו מלמעלה כאשר צוה יהוה את משה׃"
2728,שְׁמֹות,2,40,20,"ויקח ויתן את העדת אל הארן וישם את הבדים על הארן ויתן את הכפרת על הארן מלמעלה׃"
2729,שְׁמֹות,2,40,21,"ויבא את הארן אל המשכן וישם את פרכת המסך ויסך על ארון העדות כאשר צוה יהוה את משה׃"
2730,שְׁמֹות,2,40,22,"ויתן את השלחן באהל מועד על ירך המשכן צפנה מחוץ לפרכת׃"
2731,שְׁמֹות,2,40,23,"ויערך עליו ערך לחם לפני יהוה כאשר צוה יהוה את משה׃"
2732,שְׁמֹות,2,40,24,"וישם את המנרה באהל מועד נכח השלחן על ירך המשכן נגבה׃"
2733,שְׁמֹות,2,40,25,"ויעל הנרת לפני יהוה כאשר צוה יהוה את משה׃"
2734,שְׁמֹות,2,40,26,"וישם את מזבח הזהב באהל מועד לפני הפרכת׃"
2735,שְׁמֹות,2,40,27,"ויקטר עליו קטרת סמים כאשר צוה יהוה את משה׃"
2736,שְׁמֹות,2,40,28,"וישם את מסך הפתח למשכן׃"
2737,שְׁמֹות,2,40,29,"ואת מזבח העלה שם פתח משכן אהל מועד ויעל עליו את העלה ואת המנחה כאשר צוה יהוה את משה׃"
2738,שְׁמֹות,2,40,30,"וישם את הכיר בין אהל מועד ובין המזבח ויתן שמה מים לרחצה׃"
2739,שְׁמֹות,2,40,31,"ורחצו ממנו משה ואהרן ובניו את ידיהם ואת רגליהם׃"
2740,שְׁמֹות,2,40,32,"בבאם אל אהל מועד ובקרבתם אל המזבח ירחצו כאשר צוה יהוה את משה׃"
2741,שְׁמֹות,2,40,33,"ויקם את החצר סביב למשכן ולמזבח ויתן את מסך שער החצר ויכל משה את המלאכה׃"
2742,שְׁמֹות,2,40,34,"ויכס הענן את אהל מועד וכבוד יהוה מלא את המשכן׃"
2743,שְׁמֹות,2,40,35,"ולא יכל משה לבוא אל אהל מועד כי שכן עליו הענן וכבוד יהוה מלא את המשכן׃"
